N,p,n,k,lam,alpha_attr,alpha_rob,alpha_match,scc_outcome,robustness_outcome,match_outcome
11,0.025118968848720676,3,0,3,0.969,0.0105,0.020500000000000112,1.875,0.4791748046875,0.43049223928740527
11,0.016921915900688853,4,1,9,0.015,0.5508,0.4342,1.0,0.9919655539772727,0.5286128373579546
11,0.03587765458955727,4,0,7,0.4853,0.0141,0.5006,1.0,0.3382723721590909,0.5113229838509769
10,0.03471873840212353,5,0,9,0.6133,0.1728,0.2139,1.0,0.8699365234374999,0.5769215562608507
11,0.027317223153437993,1,1,8,0.9099,0.0207,0.0694,2.025,0.6648570667613638,0.4920276988636364
12,0.012240576308971617,4,0,5,0.4709,0.1929,0.3362,1.05,0.7041605631510417,0.5069226758086047
10,0.04685085621414256,3,1,0,0.3327,0.1787,0.4886,1.8,0.9996386718749999,0.7924755859375
12,0.022625351748658373,2,2,10,0.6148,0.3018,0.0834,4.275,0.6906453450520832,0.4468190511067708
10,0.02907823067823996,2,0,4,0.168,0.4735,0.3585,5.45,0.805,0.57125
10,0.048411236647130186,5,1,3,0.2687,0.3087,0.4226000000000001,1.0,0.7825292968749998,0.40225830078125
11,0.010223096598330182,3,1,10,0.4137,0.3997,0.18660000000000002,1.0,0.9949795809659092,0.5477272727272726
11,0.040916392886788035,2,0,3,0.1343,0.7921,0.07360000000000001,4.275,0.7977982954545453,0.5006303267045455
12,0.025183716990409458,5,2,9,0.3181,0.2257,0.4562,1.0,0.8428324381510418,0.5865494622124567
10,0.04773543873838645,1,0,0,0.4526,0.2849,0.2625,4.725,0.9925,0.6
11,0.033626776734760694,5,2,3,0.2578,0.6643,0.0779000000000001,1.0,1.0,0.5454545454545454
12,0.018837060032396123,3,1,5,0.4633,0.4212,0.1155,1.0,0.8240681966145834,0.33625284830729163
10,0.020736663662117644,3,2,7,0.2573,0.5885,0.15419999999999998,1.0,0.780625,0.526875
11,0.01963284352981201,2,1,2,0.4439,0.4208,0.1353,3.35,0.8171875,0.4591264204545455
10,0.03653757363084841,2,0,9,0.1464,0.8515,0.002099999999999989,1.05,0.547216796875,0.47586853027343745
10,0.023605702427893945,4,1,8,0.5173,0.3685,0.11420000000000001,1.025,0.8809814453125,0.6183004324776785
10,0.04095119167292173,2,1,10,0.4667,0.2681,0.2652,5.875,0.8049999999999999,0.6420605468749999
10,0.013291242386567582,2,1,9,0.4199,0.4155,0.1646000000000001,1.1,0.979052734375,0.50392822265625
11,0.04012610778836016,3,0,2,0.2672,0.7143,0.01849999999999999,1.075,0.982040127840909,0.5151292835582385
10,0.043499172080070064,1,1,6,0.1649,0.2807,0.5544,6.425,0.82640625,0.670625
10,0.01556334304840308,4,1,0,0.4493,0.2083,0.3424,1.025,0.6766699218750001,0.73221435546875
11,0.017093745522707746,5,2,4,0.5177,0.1394,0.3429,1.0,0.9658291903409092,0.5535283868963068
10,0.04406293986068001,3,0,7,0.5645,0.1886,0.24689999999999998,1.075,0.670625,0.371627197265625
11,0.023475850037486708,2,1,3,0.4283,0.24,0.3317,3.525,0.8061079545454547,0.694140625
12,0.020029237941272926,2,1,5,0.9127,0.0716,0.0157,4.45,0.9771484375,0.471826171875
11,0.014625376806557542,1,1,7,0.6019,0.2207,0.1774,2.2,0.7482865767045455,0.5166903409090908
11,0.018826039340784466,5,1,4,0.5422,0.3963,0.0615,1.0,0.5991455078125,0.6350378787878788
11,0.047248930413769326,5,1,5,0.7579,0.0679,0.1742,1.0,0.5038707386363637,0.607763671875
12,0.013492807669865724,4,1,7,0.7727,0.2146,0.0127,1.0,0.691741943359375,0.5154078165690106
10,0.018441853526775225,2,2,8,0.1,0.6575,0.2425,1.025,0.996572265625,0.3053808593749999
10,0.019515490373846922,4,1,3,0.1591,0.5405,0.3004,1.925,0.909736328125,0.4246378580729166
12,0.017357828059967686,3,1,1,0.2424,0.7388,0.0188,1.075,1.0,0.54625
12,0.042361478223297916,3,2,7,0.3439,0.5448,0.11130000000000001,3.125,0.83748779296875,0.5019618685283358
11,0.04685815253454116,3,1,7,0.9437,0.0144,0.0419,1.025,0.7453435724431818,0.554519930752841
10,0.027503174743170967,3,1,4,0.6176,0.2024,0.18,1.275,0.992783203125,0.5967382812499998
10,0.014611615077245987,4,2,5,0.4974,0.3039,0.1987,1.0,1.0,0.2975
11,0.03191494294198681,3,2,2,0.3745,0.2184,0.4071,1.0,0.6430308948863637,0.6883722478693182
11,0.012130268654829003,3,1,2,0.8444,0.1441,0.01150000000000001,1.95,0.8568314985795453,0.41009743430397716
11,0.04716079416468707,4,1,6,0.0055,0.7183,0.2762,1.0,0.8418590198863637,0.7181035822088069
12,0.04888925518845082,3,1,9,0.3033,0.5336,0.1631,1.675,1.0,0.44416666666666665
10,0.04637998298779868,1,2,4,0.8,0.0234,0.1766,3.0,0.805,0.5024999999999998
12,0.03140554949785353,3,1,3,0.349,0.3818,0.2692000000000001,1.175,0.7966756184895833,0.6035980224609375
12,0.02917717271406136,2,2,0,0.8237,0.0237,0.1526,7.5,0.8256551106770832,0.5229288736979166
11,0.03403119502707267,1,2,1,0.9398,0.0126,0.047600000000000114,5.075,0.9977272727272727,0.6275568181818182
12,0.023741509611165616,3,2,5,0.7473,0.0133,0.2394,3.875,1.0,0.4166666666666667
11,0.022759596091233514,3,1,4,0.2891,0.6951,0.015799999999999877,1.425,0.6392223011363636,0.6658796830610795
12,0.019124445317670193,5,2,2,0.276,0.2493,0.4747,1.0,0.9775349934895834,0.5117986297607422
11,0.049632315374227416,4,1,3,0.4225,0.5074,0.0701,1.0,1.0,0.8977272727272727
10,0.02130752208791602,2,0,4,0.1835,0.6438,0.1727,2.0,0.9147265625,0.31153076171875
11,0.042508095063519956,2,0,1,0.5659,0.3193,0.1148,1.55,0.9899591619318183,0.27757546164772723
12,0.047935893685559824,2,0,9,0.4722,0.4452,0.0826,5.275,0.7401814778645832,0.45484246148003465
10,0.014830572261709302,4,1,2,0.8605,0.0387,0.1008,1.0,0.8353320312499999,0.42216796875
11,0.04165114361002701,3,1,0,0.5749,0.3585,0.0666,1.0,0.7347523082386365,0.6833362926136364
10,0.0388992315073934,4,2,7,0.7841,0.03,0.1859,1.0,0.7787207031250001,0.5218164062499999
10,0.015609224315580743,4,1,9,0.9565,0.0379,0.0056,1.0,0.7610888671875,0.6736474609374999
12,0.032474317145262624,2,1,1,0.481,0.1385,0.3805,1.95,0.9873006184895836,0.50035400390625
11,0.02124539405890498,4,2,4,0.2035,0.1937,0.6028,1.0,0.7262140447443182,0.34690940163352274
11,0.04202174587861057,1,0,7,0.8025,0.0008,0.1967,6.325,0.6177556818181819,0.5
10,0.030147705872509402,1,2,6,0.7626,0.1573,0.0801,7.075,0.503125,0.5236669921875
10,0.021023703503528945,2,1,8,0.5292,0.3163,0.1545,3.5,0.85375,0.40750000000000003
11,0.01223057798159403,4,0,9,0.6071,0.0628,0.3301,1.0,0.6131147904829547,0.5098492910842264
11,0.04904145805677217,1,1,10,0.4705,0.1538,0.3757,5.075,0.8172407670454545,0.5059126420454545
11,0.031026738496117395,3,1,1,0.9481,0.0397,0.012199999999999989,1.55,0.9946022727272726,0.21470170454545454
10,0.010093993110702202,4,1,9,0.58,0.0098,0.4102,1.0,0.7865624999999999,0.6375585937499999
12,0.029047205275372995,5,0,9,0.2217,0.7676,0.0107,1.0,0.9003173828125,0.46334085866409236
11,0.01716740612665256,3,1,1,0.8985,0.0475,0.054,1.0,0.8899369673295455,0.6323364257812499
12,0.04757843352538014,5,0,1,0.1376,0.7979,0.0645,1.0,0.9478729248046875,0.47497819688585086
11,0.03315999495886824,2,2,9,0.4066,0.5389,0.0545,1.975,0.7548650568181818,0.616650390625
10,0.030616767688855913,3,1,7,0.3215,0.5729,0.10560000000000001,2.05,0.7055957031250001,0.41578125000000005
10,0.026919126072246426,4,2,4,0.8118,0.1474,0.0408,1.175,0.70673828125,0.46403320312499996
10,0.010285801088536578,4,1,8,0.9168,0.0241,0.059099999999999986,1.0,0.9710546875,0.5009521484375
11,0.036320257125628606,3,0,5,0.4536,0.139,0.4074,1.05,0.7939075816761363,0.563453002076049
10,0.03329762820449159,1,1,9,0.4415,0.5059,0.0526,4.9,0.8171875,0.40499999999999997
10,0.04700079234692274,5,0,2,0.2983,0.1515,0.5502,1.0,0.36677734375000004,0.5136949274067266
12,0.02019878746182555,2,1,3,0.1977,0.2417,0.5606,4.025,0.7232421875000001,0.5247395833333333
11,0.04755760874802481,5,1,4,0.4757,0.2563,0.268,1.0,0.8938787286931816,0.6176273970170455
12,0.024495525360010813,3,0,7,0.0564,0.2956,0.648,1.25,0.491156005859375,0.49402211507161464
11,0.0118789827354546,2,0,5,0.3861,0.0309,0.583,2.025,0.8670454545454547,0.5400101461038961
11,0.016837822887609044,5,1,3,0.1322,0.0601,0.8077,1.75,0.9352894176136364,0.5728240714585484
12,0.04713851100573702,1,1,10,0.9762,0.0037,0.0201,8.7,0.7559244791666667,0.5020345052083333
11,0.02729114767279006,4,1,10,0.1049,0.7757,0.1194,1.025,0.6703435724431817,0.32724831321022724
10,0.022541309568781476,2,0,9,0.2012,0.6665,0.1323000000000001,2.3,0.9921093750000001,0.6965234375
11,0.012178091214914515,2,1,1,0.1235,0.0217,0.8548,1.975,0.9147771661931821,0.5876568418560606
11,0.042658752615928934,2,0,9,0.7915,0.0712,0.1373,3.55,0.8393465909090908,0.37333096590909093
11,0.02724229106355775,3,0,8,0.0396,0.0942,0.8662,1.15,0.9862437855113637,0.6327760965003899
11,0.015032836888140519,1,2,2,0.9157,0.0406,0.043700000000000114,4.475,0.8853959517045453,0.46818181818181814
11,0.042188562659042556,2,1,4,0.2248,0.0378,0.7374,3.5,1.0,0.4545454545454545
11,0.046614877749237366,5,2,9,0.0537,0.2736,0.6727,1.0,1.0,0.4522727272727273
10,0.032198089106377385,3,1,0,0.7793,0.0856,0.1351,1.0,1.0,0.6223863636363636
11,0.01772182686184067,4,2,8,0.7901,0.1739,0.036,1.0,0.8168590198863637,0.4917341752485795
11,0.019271377020526177,3,1,5,0.1656,0.1969,0.6375,1.025,0.6189675071022727,0.5178749778053977
12,0.023254354810049588,1,1,7,0.2792,0.6138,0.10699999999999998,3.025,0.7913085937500001,0.6305019802517361
10,0.04197493861688381,4,0,5,0.2031,0.7421,0.05480000000000001,1.0,0.5688671875000001,0.62676513671875
10,0.04968354974561709,4,1,2,0.1678,0.2541,0.5781,1.15,0.9480859374999999,0.49717773437499985
10,0.011629101251975546,2,0,0,0.6536,0.1384,0.2080000000000001,1.175,0.48474609375,0.66855126953125
12,0.043322789626807634,2,1,8,0.1294,0.6856,0.185,2.75,0.99111328125,0.8197428385416667
11,0.021000306220536898,2,0,1,0.3412,0.0204,0.6384,1.5,0.9710227272727273,0.3757102272727273
12,0.03873953991918388,4,1,2,0.0378,0.0427,0.9195,1.0,0.8362650553385416,0.5523135375976562
10,0.015358912685085022,4,1,10,0.3738,0.1317,0.4945,1.0,0.5597705078125,0.4955322265625
11,0.027172818267585427,1,1,4,0.2452,0.5433,0.2115,7.2,0.818465909090909,0.4049715909090909
11,0.036250286234279776,4,0,4,0.048,0.1249,0.8271,1.025,0.502734375,0.5547052001953124
11,0.04993133651447005,3,2,7,0.8414,0.034,0.12459999999999999,1.025,0.8179576526988637,0.469970703125
11,0.025387403475228124,2,2,2,0.7739,0.1956,0.0305,3.975,1.0,0.5727272727272728
11,0.021378667578865824,5,1,4,0.1351,0.4814,0.3835,1.0,0.9712846235795454,0.45596080433238645
11,0.022967380730932747,4,0,2,0.8706,0.0599,0.0695,1.0,0.6855291193181818,0.5464654967834899
10,0.03529235421495619,4,0,8,0.7602,0.1421,0.09770000000000001,1.025,0.40951171875,0.5503057270665324
11,0.04185287352497298,4,0,0,0.0824,0.0202,0.8974,1.0,0.999667080965909,0.4548137626262626
12,0.04180115914195686,4,1,6,0.09,0.113,0.797,1.0,0.959295654296875,0.53046875
11,0.011203703821234015,2,1,3,0.4467,0.2775,0.2758,1.05,0.6101384943181818,0.3996670809659091
11,0.03487017568154486,5,2,6,0.0341,0.7811,0.1848,1.0,0.993343838778409,0.44968890565814396
12,0.011967065818966713,2,0,10,0.6544,0.0502,0.2954,5.875,0.80830078125,0.532562440814394
11,0.04993717233564695,1,0,10,0.1297,0.1233,0.747,4.675,0.6944069602272727,0.4910612824675324
10,0.030134334066803506,4,1,7,0.5582,0.0355,0.4063,1.0,0.598662109375,0.6499538574218751
11,0.0243466807714321,3,2,1,0.163,0.6255,0.21150000000000002,1.0,0.9562322443181819,0.4563609730113637
11,0.02311037119586333,3,2,0,0.0569,0.6185,0.3246,1.325,0.9894886363636364,0.5473307291666666
11,0.0431632193196371,2,0,8,0.1262,0.7263,0.1475000000000001,2.5,0.8729314630681817,0.55541944627638
11,0.028040963392947434,5,2,7,0.6511,0.1451,0.2038,1.0,0.8527632279829543,0.6800331809303977
11,0.04434269262870603,1,1,8,0.9111,0.0677,0.0212,8.65,0.4647727272727272,0.5213068181818181
11,0.01429970902009717,4,1,6,0.6213,0.052,0.3267,1.85,0.7673583984375,0.4700863000118371
10,0.02224530129704528,3,1,10,0.6066,0.1353,0.2581,1.0,0.8181396484375,0.5682637293198528
11,0.013582085564500575,4,2,7,0.935,0.06,0.005,1.0,1.0,0.5386363636363637
10,0.016181386262690254,2,1,9,0.4613,0.4482,0.0905,3.425,0.8496874999999999,0.523125
11,0.028154123488078983,3,1,5,0.946,0.0451,0.0089,1.0,0.9211203835227273,0.456905850497159
10,0.04011871181744574,3,0,9,0.4825,0.363,0.1545000000000001,1.0,0.93296875,0.496484375
11,0.021174667580125914,5,0,8,0.3691,0.3623,0.2686,1.0,0.5752974076704546,0.4641490346126769
10,0.020908012597707297,2,0,0,0.4456,0.0911,0.4633,1.55,0.9033203125,0.4030542818227209
12,0.033209154701119556,3,1,3,0.9196,0.0286,0.05180000000000011,1.05,0.6594482421874999,0.30750783284505206
12,0.04621274615714148,2,2,2,0.3657,0.4898,0.1445,1.825,0.6686645507812501,0.5225328233506945
12,0.04226441640001575,4,2,7,0.1335,0.6514,0.2151,1.0,0.8968505859375,0.6227549235026042
11,0.041726817260559095,4,1,3,0.7171,0.2698,0.013100000000000112,1.0,0.7067515980113637,0.4700225830078125
11,0.04922397548681187,4,1,2,0.1694,0.59,0.2406,1.025,0.6549871271306817,0.506005304509943
11,0.03631426568381022,3,2,4,0.1539,0.651,0.1951,1.75,0.668106356534091,0.6027543501420455
12,0.03759579685013858,4,0,7,0.346,0.3617,0.2923,1.025,0.8354563395182293,0.510842424359238
12,0.046115613138597925,4,2,7,0.8011,0.071,0.1279,1.0,0.89166259765625,0.5015048217773438
10,0.030525982391297196,5,1,7,0.8548,0.0961,0.0491,1.0,0.3936865234375,0.620213134765625
12,0.04731632377157312,1,1,1,0.5607,0.4256,0.0137,4.575,0.7924804687500001,0.5177473958333334
11,0.010609406676464412,2,2,3,0.0636,0.4824,0.454,3.1,0.7250887784090908,0.4709517045454545
10,0.01780562138335146,2,1,10,0.6637,0.27,0.06629999999999998,1.975,0.7002636718749999,0.5553393554687501
11,0.022289320504280095,3,2,2,0.8067,0.1548,0.0385,1.0,0.7801402698863636,0.5124542791193182
10,0.01643590561164142,4,2,3,0.4374,0.4541,0.1085,1.0,0.5802099609375,0.47299072265625003
10,0.010545288629452563,3,1,0,0.7753,0.016,0.2087,1.975,0.99390625,0.47458935546875003
11,0.02523041245891095,2,1,9,0.1284,0.1463,0.7253,2.525,0.8885120738636363,0.40157137784090907
12,0.02780823225133562,3,1,0,0.2854,0.3471,0.3675,1.0,0.6751485188802084,0.6420893351236981
12,0.03833949234361613,2,1,3,0.8544,0.0495,0.0961,6.975,0.8825927734375,0.4615804036458333
12,0.01949624972433723,5,1,8,0.9054,0.0245,0.07010000000000001,1.0,0.8707600911458335,0.44296553112211684
12,0.01514912407924493,3,1,6,0.9079,0.051,0.0411,1.825,0.9030049641927083,0.5051318940662203
11,0.040086616918176596,4,2,4,0.4219,0.0149,0.5632,1.0,0.5675448330965909,0.5718511408025566
10,0.04619170400785089,2,2,3,0.742,0.1771,0.0809,2.45,0.6000390624999999,0.47869140625
12,0.013895019644998443,2,0,3,0.8029,0.1776,0.01950000000000011,1.075,0.46905517578125,0.5025297127518
11,0.03643490566542504,2,1,8,0.3584,0.6247,0.0169,1.925,0.7442183061079547,0.47258744673295466
11,0.01614948054216627,2,1,2,0.5285,0.0375,0.434,1.075,0.7177601207386365,0.5186072887073865
12,0.012975179250081296,3,1,6,0.684,0.2906,0.025399999999999787,1.0,0.977703857421875,0.34240519205729164
12,0.025895506078373362,2,2,4,0.0684,0.1844,0.7472,3.6,0.6412434895833334,0.6330810546875001
11,0.012951890209765832,3,2,7,0.0004,0.5037,0.4959,1.2,0.9927112926136363,0.36318137428977276
11,0.03290590330703903,2,2,1,0.2374,0.6971,0.06549999999999988,3.725,0.8542613636363636,0.5823863636363636
10,0.048185330759235145,4,0,8,0.8033,0.0883,0.1084,1.0,0.5468164062499999,0.5051837158203124
12,0.01124406038615145,3,2,10,0.1151,0.7592,0.1257,1.0,0.9282755533854168,0.5730935650780087
12,0.0431281824484986,2,0,1,0.5489,0.0619,0.3892,6.825,0.7328125,0.4722135416666666
11,0.012002926555845003,2,1,4,0.8668,0.0535,0.0797,1.125,0.7354758522727274,0.39670188210227264
12,0.03841889913915431,1,0,2,0.9576,0.0122,0.0302,4.625,0.9789225260416667,0.5814666748046875
12,0.048376266773679164,3,1,6,0.6721,0.0079,0.32,1.125,0.7510528564453124,0.5607187906901043
11,0.032802805276619725,5,2,4,0.7256,0.2201,0.0543,1.0,0.5482887961647729,0.49496959339488633
12,0.03453142149581043,2,2,5,0.8016,0.1168,0.08159999999999999,1.3,0.7563730875651042,0.5585050455729167
11,0.02624886120705333,4,0,0,0.5627,0.3561,0.0812,1.0,0.8100208629261363,0.5289558901467678
12,0.012413002206936948,3,0,6,0.5914,0.2381,0.1705,1.925,0.8389373779296875,0.6033849496552437
11,0.0423449421053099,4,0,5,0.9629,0.017,0.02009999999999999,1.0,0.5147505326704545,0.5227926265832151
12,0.015262638510946648,2,1,3,0.2653,0.2333,0.5014,1.075,0.9427897135416666,0.6352889449508101
10,0.010237205653453084,2,2,9,0.6078,0.066,0.3262,4.025,1.0,0.54625
11,0.014281445055519221,1,2,5,0.2627,0.3985,0.3388,5.1,0.9764559659090908,0.45625
11,0.01957547290667678,1,2,7,0.8047,0.1585,0.0368,6.75,0.6119318181818183,0.4848721590909092
10,0.04246050811528447,2,1,9,0.8891,0.0609,0.05000000000000001,3.05,0.89048828125,0.52408837890625
11,0.04852633436970591,3,1,9,0.5404,0.4213,0.0383,2.35,0.7028120561079547,0.6224964488636363
12,0.014899366970938587,3,2,7,0.9908,0.0053,0.0039,1.025,1.0,0.5829166666666667
12,0.04104305154838362,3,1,10,0.7279,0.2668,0.005300000000000111,1.025,0.7478047688802082,0.43937503390842014
12,0.031244411877563043,1,1,1,0.9303,0.0437,0.026,9.975,0.7125,0.4822916666666667
10,0.042873547874549715,2,1,1,0.214,0.2405,0.5455,1.275,0.9451562499999999,0.4529101562499999
10,0.024900285918326666,5,1,2,0.8592,0.071,0.06980000000000011,1.0,0.7740039062500002,0.446201171875
11,0.044197669653850614,4,1,2,0.2054,0.5417,0.2529,1.125,0.6649946732954545,0.4452681107954545
12,0.03928567748622406,3,1,4,0.0964,0.0057,0.8979,1.0,0.5795867919921875,0.3964526706271701
10,0.017565769827984204,1,1,8,0.9537,0.0051,0.041200000000000014,5.8,0.688017578125,0.5364501953125
10,0.04593864794755491,4,1,10,0.2129,0.6822,0.1049,1.1,0.8415625,0.5031640625
11,0.01877596626385164,3,2,8,0.5872,0.1653,0.2475,1.55,0.8121670809659092,0.6453657670454545
11,0.010400376369319925,4,2,7,0.0463,0.8678,0.0859,1.0,0.9525656960227273,0.45276988636363635
11,0.036872395989672596,3,2,9,0.6204,0.1596,0.2200000000000001,1.025,0.911896306818182,0.37230890447443177
10,0.03727566994569827,3,1,9,0.9108,0.057,0.0322,1.45,0.5712841796875,0.45223449707031255
12,0.01152814915755203,3,1,6,0.9553,0.0148,0.0299,1.025,0.8623341878255207,0.667981465657552
12,0.023760278785856973,1,2,5,0.1283,0.6767,0.195,7.05,0.8033854166666667,0.5024739583333334
11,0.020116802673034822,5,1,2,0.2634,0.0768,0.6598,1.0,0.7950949928977273,0.5323753403172348
11,0.011790284773955384,3,1,8,0.6318,0.1708,0.1974,1.825,0.6542835582386364,0.3801919833096591
11,0.019531709401821203,3,2,8,0.5699,0.3882,0.0419,1.15,0.9792258522727273,0.5178497869318182
11,0.014560068040699935,5,0,9,0.9228,0.0126,0.0646,1.0,0.7192027698863637,0.4988895300662879
10,0.03887935435347564,2,1,7,0.9185,0.0665,0.015,1.7,0.65341796875,0.48850341796874996
11,0.03454459416339072,3,2,4,0.6339,0.3542,0.011899999999999989,1.025,0.9895263671875,0.6275978781960226
11,0.028566522965272692,1,1,2,0.8939,0.0462,0.0599,7.825,0.6642045454545455,0.4900568181818182
12,0.048748312282056255,2,0,5,0.6795,0.0723,0.2482,3.725,0.6500345865885417,0.45587942940848214
11,0.02937934045210091,5,0,3,0.6459,0.195,0.1591,1.0,0.750716885653409,0.5313112238103692
10,0.014309204715086475,4,0,7,0.9875,0.0107,0.0018,1.0,0.5721826171875,0.5068375651041667
11,0.02059554942104791,2,2,5,0.129,0.3111,0.5599,4.7,0.6376953125,0.4527787642045453
11,0.040354256331952096,2,1,10,0.9764,0.021,0.0026,4.875,0.8227272727272726,0.4860795454545455
11,0.022665488388622364,3,0,4,0.0863,0.8742,0.039499999999999987,1.1,0.9930752840909092,0.4744588955965908
11,0.04615328311860165,3,1,9,0.997,0.0003,0.0027,2.5,0.8435857599431816,0.7343275035511363
11,0.0436609264930991,5,0,5,0.3048,0.6129,0.08229999999999998,1.0,0.8375133167613636,0.5737600783671228
10,0.016530034520830537,4,1,9,0.8339,0.0396,0.1265,1.0,0.6223779296874999,0.32933593749999995
11,0.023691334158634093,3,2,8,0.3207,0.0098,0.6695,1.4,1.0,0.634090909090909
10,0.019612873604753285,4,1,4,0.9975,0.0019,0.0006,1.0,0.7634863281249998,0.32087646484375
11,0.010912308560923458,2,1,9,0.1317,0.7611,0.1072,2.475,0.7271661931818182,0.34876598011363635
10,0.021359877383215015,1,1,8,0.5897,0.3274,0.0829,3.725,0.5966406249999998,0.6195507812499998
11,0.021327653713623614,5,0,3,0.7306,0.1073,0.1621,1.0,0.9434059836647727,0.4318382494377368
10,0.01206768652294879,3,0,2,0.1387,0.5591,0.3022,1.0,0.9661279296875002,0.5434840611049109
11,0.043223237132037615,3,1,9,0.0355,0.3934,0.5711,1.125,0.5111194957386364,0.6360932664747363
12,0.02971857364018758,4,2,6,0.5065,0.2033,0.2902,1.025,1.0,0.7720833333333333
11,0.04499059352663837,5,2,10,0.3184,0.098,0.5836,1.0,0.679305752840909,0.5711410245028408
10,0.04591467013389998,2,1,4,0.5528,0.2937,0.1535,2.175,0.6589404296875001,0.44449707031249996
11,0.03277881720206853,3,1,0,0.7377,0.2385,0.0238,1.075,0.8154651988636363,0.4285245028409091
11,0.015725370568625576,2,1,7,0.0687,0.5005,0.4308,2.2,0.9251686789772726,0.5517511541193182
12,0.021892668088842528,2,2,10,0.1193,0.5465,0.3342,1.425,0.8426940917968748,0.49523468017578126
12,0.012836447932022706,2,0,7,0.4735,0.0543,0.4722,2.05,0.7282511393229167,0.6645345052083332
10,0.0360474145074254,3,2,2,0.5013,0.0086,0.4901,1.55,0.664287109375,0.465032958984375
10,0.04933415403081103,2,2,2,0.8992,0.071,0.0298,1.2,0.883837890625,0.365692138671875
10,0.03341006698923525,2,1,8,0.7977,0.0782,0.12410000000000002,5.975,0.609912109375,0.3436767578125
11,0.014942697531557018,5,1,9,0.2379,0.3881,0.374,1.0,0.38005593039772717,0.6765904651988637
