N,p,n,k,lam,alpha_attr,alpha_rob,alpha_match,scc_outcome,robustness_outcome,match_outcome
10,0.02330249355128943,4,2,8,0.066,0.8215,0.11249999999999999,1.025,0.9893359374999999,0.50169921875
10,0.01673399010632275,3,1,4,0.8779,0.0011,0.121,1.4,0.7164501953125,0.515615234375
10,0.0348856021078529,3,1,7,0.5211,0.1483,0.3306,1.25,0.6789355468750001,0.37726806640625
11,0.026172888717049106,2,2,6,0.9945,0.0028,0.0027,3.775,0.7687144886363637,0.37681107954545456
11,0.02602310560144242,4,2,1,0.3042,0.5011,0.1947,1.0,0.9541770241477272,0.4604597611860795
10,0.02912982969994432,3,0,10,0.6087,0.303,0.0883,1.85,0.6440673828124999,0.36369299316406256
11,0.021573585677428106,1,1,7,0.2041,0.0113,0.7846,7.95,0.7272727272727273,0.5099431818181819
10,0.021193883749556428,2,2,5,0.0232,0.0886,0.8882,1.975,0.9990625,0.6918145751953124
10,0.048052193160191735,4,2,4,0.8256,0.0764,0.09799999999999999,1.575,0.917734375,0.5018749999999998
12,0.043069827512167334,4,0,7,0.6356,0.0712,0.2931999999999999,1.075,0.6683817545572918,0.41296844482421874
12,0.012449694089957206,5,1,5,0.7116,0.0913,0.1971,1.0,0.7641764322916667,0.5384148915608724
11,0.04337651331924264,4,1,4,0.7083,0.1053,0.1864,1.0,0.9839865944602273,0.45846280184659094
12,0.021475916654135837,2,1,10,0.0016,0.9671,0.0313,1.175,0.8428141276041666,0.5003499348958333
11,0.04377291616382114,4,0,3,0.967,0.003,0.03,1.0,0.5427157315340908,0.573416890726461
10,0.04737688401932574,3,1,7,0.7453,0.188,0.06670000000000001,1.0,0.998095703125,0.5974047851562501
11,0.01667014587275173,5,2,9,0.7922,0.0961,0.1117,1.0,0.8064408735795453,0.6945809659090909
11,0.01094932736931052,1,1,1,0.6621,0.1678,0.1701,5.85,1.0,0.5454545454545455
12,0.026419471069011866,3,0,3,0.1993,0.3295,0.4712,1.0,0.9811442057291666,0.6067734781901041
10,0.028958295087918758,3,1,5,0.3436,0.3304,0.326,1.0,1.0,0.6900000000000001
10,0.04046671649397438,3,1,8,0.5409,0.0404,0.4187,1.025,0.6932177734375,0.5563372802734374
10,0.02992886645592714,3,0,6,0.3614,0.0189,0.6197,1.775,0.7840527343749999,0.44917968750000004
12,0.022895472032903905,4,1,7,0.5023,0.4976,0.0001,1.0,0.757549031575521,0.5018486870659722
11,0.04294461526785136,5,2,6,0.922,0.0043,0.0737,1.0,0.7980579723011363,0.36363636363636365
10,0.01584594816196915,3,0,3,0.2106,0.3773,0.4121,1.0,0.8351513671875,0.5856286621093749
12,0.023593863310420852,3,1,10,0.2881,0.3448,0.3671,1.025,0.7615488688151041,0.6173388163248699
12,0.04326963357971825,5,1,8,0.7589,0.1185,0.1226,1.0,0.9590352376302083,0.5010250091552735
11,0.04984768978022378,2,0,7,0.9997,0.0001,0.000200000000000011,2.375,0.5678178267045454,0.5538250177556818
10,0.028591987259496125,5,2,4,0.1355,0.3318,0.5327,1.0,0.7361669921875,0.41950732421875003
12,0.041761574859112645,1,1,7,0.2091,0.2604,0.5305,4.925,1.0,0.74
11,0.04745945121759653,5,1,4,0.4533,0.0394,0.5073,1.0,0.6879549893465908,0.5638050426136363
11,0.03460823120853339,5,0,0,0.2403,0.6481,0.1116,1.0,0.4573153409090908,0.39645527328443375
10,0.039591208156225216,4,2,3,0.2112,0.0059,0.7829,1.75,0.76732421875,0.260458984375
10,0.044155814421058946,3,1,1,0.749,0.1078,0.1432,1.475,0.8964062500000001,0.592455078125
10,0.04593157020170703,3,2,10,0.1101,0.3112,0.5787,1.225,0.736826171875,0.71873291015625
12,0.023509882455769945,4,1,1,0.6412,0.0038,0.355,1.0,0.9298787434895834,0.5291934058779761
10,0.018311586219770297,1,1,5,0.113,0.3742,0.5128,6.975,0.5125,0.5237499999999999
12,0.013748117383370359,2,1,4,0.2745,0.0826,0.6429,3.075,0.5703155517578125,0.4106626383463542
10,0.04080811424861571,4,2,7,0.0626,0.0944,0.843,1.0,0.91392578125,0.491787109375
11,0.04017703921772839,2,0,6,0.5667,0.0613,0.372,4.425,0.7737326882102273,0.4870780251242898
10,0.015299266676051533,4,0,5,0.5995,0.2527,0.1478,1.025,0.4417724609375,0.5988400413876488
12,0.03285390980091877,3,2,7,0.1304,0.2179,0.6517,2.575,0.71387939453125,0.3998453776041667
11,0.045461040520213866,2,1,4,0.0424,0.927,0.03059999999999999,1.825,0.8832208806818181,0.46272860440340907
11,0.028880655651152706,3,1,9,0.7683,0.1964,0.0353,1.05,0.7833562677556818,0.5288407759232954
10,0.02458135712445899,4,0,8,0.9161,0.0718,0.0121,1.0,0.6352392578125,0.5604543050130208
11,0.027196158173146405,4,1,8,0.7896,0.1458,0.0646,1.0,0.7390247691761365,0.7243347960633117
10,0.03763019884239017,4,0,3,0.995,0.0009,0.0041,1.0,0.98935546875,0.5493804931640625
10,0.014573782269730034,2,1,9,0.1327,0.2927,0.5746,1.875,0.7661523437500002,0.5619140625
10,0.04216173341452623,4,1,9,0.5128,0.4629,0.0243,1.0,0.890693359375,0.7923809523809524
12,0.024792061303921357,1,0,7,0.1333,0.7099,0.1568,7.325,0.959375,0.5704527243589743
11,0.026131281276841785,1,2,5,0.8003,0.0887,0.111,7.075,0.9723011363636364,0.29225852272727265
11,0.03618505634434822,5,2,10,0.8968,0.0116,0.09159999999999988,1.525,0.6548717151988636,0.6319416392933238
11,0.023132337903326576,3,1,2,0.5183,0.4526,0.0291,1.075,0.7525901100852274,0.38882091175426137
10,0.03806406392025728,3,2,2,0.2304,0.1703,0.5993,1.025,0.7772656249999998,0.5586816406249999
11,0.04416674664801169,1,2,9,0.2584,0.0134,0.7282,8.5,0.6829545454545454,0.5504261363636365
10,0.04440764431229898,3,1,8,0.7977,0.0126,0.1897,1.6,0.8007617187499999,0.6526806640624999
11,0.014842995669324396,2,1,3,0.2862,0.2546,0.4592,1.075,0.9792258522727273,0.6277077414772727
11,0.021503783558035346,4,2,2,0.8219,0.1394,0.03870000000000011,1.025,0.811474609375,0.5238591974431819
11,0.036828180132257964,1,1,3,0.0088,0.3932,0.598,4.65,0.9267045454545453,0.4829545454545455
12,0.011443484203066753,1,2,7,0.5588,0.387,0.05419999999999999,6.05,0.8375,0.4988095238095238
11,0.03214306995618945,4,0,3,0.8915,0.0981,0.010400000000000012,1.0,0.5010586825284091,0.47535624714640845
11,0.013517862602474397,4,1,4,0.4088,0.1815,0.4097,1.025,0.6997270063920454,0.43809869939630686
12,0.047600803476516844,1,0,9,0.7806,0.0002,0.2192,9.75,0.5333333333333333,0.4749348958333332
10,0.010660539442883997,2,1,6,0.4901,0.4711,0.03880000000000001,6.8,1.0,0.3975
11,0.025807416343911226,5,2,5,0.7083,0.1459,0.1458,1.0,1.0,0.45227272727272727
11,0.0264051019329204,3,0,4,0.0581,0.832,0.10989999999999998,1.025,0.7899946732954545,0.49816994406960224
12,0.01468531885447806,2,1,9,0.7642,0.1305,0.1053,2.6,1.0,0.5609375
11,0.02811155529474748,4,1,2,0.3569,0.3306,0.3125,1.0,0.6794411399147728,0.43882779208096584
11,0.03337165126179103,5,0,3,0.9514,0.0461,0.0025,1.0,0.5242254083806819,0.47992768998579544
10,0.045672033295729345,3,0,4,0.4854,0.429,0.0856,2.375,0.46223632812499993,0.4492482890780011
11,0.03684468318719962,2,1,2,0.1113,0.6479,0.2408,2.9,0.9446022727272727,0.46351207386363635
10,0.012119916526143795,1,1,3,0.4499,0.2899,0.2602,4.025,0.87625,0.58228515625
12,0.044474169074460286,1,1,5,0.1485,0.48,0.3715,7.475,0.5831380208333332,0.43587239583333337
11,0.03988167279877843,4,1,6,0.1812,0.6111,0.2077,1.025,0.6257790305397728,0.4402129017223011
11,0.01965390638613491,5,2,1,0.8203,0.0677,0.112,1.0,0.752865323153409,0.4129805131392045
11,0.013884049744205642,5,2,3,0.0321,0.8945,0.0734,1.0,0.9795387961647727,0.36799612334280307
11,0.012465428861514461,3,1,6,0.4346,0.5527,0.0127,1.175,0.8216885653409092,0.5700017755681819
10,0.03557044694484651,4,1,4,0.5233,0.0898,0.3869,1.0,0.9535351562500001,0.6925
11,0.03371503986153185,2,0,8,0.2765,0.6143,0.10919999999999999,2.15,0.8230735085227273,0.5322354896622474
10,0.03018274379919502,4,1,9,0.2767,0.3902,0.3331,1.0,0.81669921875,0.4666315917968749
11,0.038250852134497325,4,0,6,0.4318,0.4506,0.1176,1.0,0.5646528764204546,0.47113008624323943
12,0.017501412078961262,2,2,3,0.1215,0.6528,0.2257,5.1,0.6622884114583334,0.547738986545139
12,0.04576044401462126,5,0,4,0.3211,0.2611,0.4178,1.0,0.6666219075520832,0.5535186468641902
11,0.018474663812542882,5,0,1,0.2962,0.1446,0.5592,1.0,0.9067582563920453,0.47058826793323877
10,0.01967976916851317,1,2,5,0.8462,0.0873,0.0665,4.825,0.6831249999999999,0.54453125
11,0.02298139495638997,4,1,8,0.7897,0.1449,0.0654,1.0,0.5230601917613636,0.5444399746981535
10,0.026263455820062766,5,0,1,0.0168,0.748,0.23520000000000002,1.0,0.9652246093750001,0.5505724542791194
11,0.03825367202141484,3,1,0,0.2797,0.2129,0.5074,2.3,1.0,0.3659090909090909
11,0.03208291628736149,2,1,9,0.4407,0.5583,0.001,3.5,0.7340909090909091,0.55
11,0.011001522978283466,2,2,5,0.2099,0.1576,0.6325000000000001,2.375,0.8615234375,0.6986476089015151
11,0.04252739290040408,1,1,0,0.5105,0.0447,0.4448000000000001,5.675,0.8136363636363637,0.5004261363636363
10,0.04958511924035363,1,2,9,0.1673,0.1874,0.6453,6.475,0.905546875,0.5299687500000001
11,0.035448902977879164,1,1,6,0.015,0.6244,0.3606,3.75,0.9954545454545455,0.3681818181818182
11,0.01840513737076249,1,0,3,0.7954,0.0798,0.1248,5.0,0.7382457386363636,0.46804865056818185
12,0.049376643556692565,3,1,1,0.2179,0.4744,0.3077,1.525,1.0,0.5442708333333334
11,0.02305951063695125,5,1,8,0.4023,0.145,0.4527,1.0,0.938168057528409,0.5453684303977273
11,0.01803025686368475,2,1,7,0.8809,0.0484,0.0707,3.075,0.7960671164772728,0.39869273792613635
10,0.012375069308861345,3,2,6,0.8494,0.0647,0.0859,1.625,1.0,0.6799999999999999
11,0.030559170131164215,2,1,10,0.6417,0.2946,0.0637,1.675,0.9196732954545457,0.5478196022727272
11,0.021271492545132487,3,1,4,0.2169,0.2434,0.5397,1.975,0.9378506747159092,0.5258478338068181
11,0.030055756176235793,1,1,7,0.7583,0.0151,0.2266,4.0,0.8462713068181816,0.535759943181818
12,0.017517374332038413,3,1,8,0.0023,0.3879,0.6098,1.05,0.806854248046875,0.6241363525390625
10,0.020414908817258166,4,1,6,0.7476,0.1657,0.0867,1.0,0.6204150390625001,0.5321036783854167
10,0.03072701626545954,5,2,10,0.9406,0.0342,0.0252,1.35,0.7826660156250002,0.5502758789062498
11,0.03059788205443873,4,0,6,0.0313,0.958,0.010700000000000012,1.0,0.490625,0.3893773920849116
11,0.026438359893472672,2,2,5,0.7217,0.2194,0.0589,1.35,0.9268732244318183,0.5431818181818182
12,0.026611306802826015,3,1,5,0.4822,0.3902,0.1276,1.025,1.0,0.6645833333333332
12,0.019769204316733527,2,2,5,0.7404,0.2416,0.018,1.125,0.9587788899739584,0.3441060384114583
10,0.0381181840282791,4,1,8,0.5462,0.2748,0.179,1.0,0.6901708984375,0.55924560546875
11,0.02721962714915764,5,0,8,0.2583,0.4087,0.333,1.0,0.4444025213068182,0.5336380887622676
11,0.010998749685712576,2,0,8,0.0282,0.3629,0.6089,2.7,0.6292702414772728,0.5739635120738635
11,0.020765474132901696,3,1,0,0.6363,0.3418,0.0219,1.0,0.9859730113636364,0.631048768939394
12,0.03816018823085686,3,2,9,0.5389,0.4504,0.0107,1.0,1.0,0.540625
11,0.041446984959202966,1,2,8,0.7246,0.2584,0.017,5.25,0.7780095880681819,0.4265843986742423
12,0.021693767838817372,3,1,9,0.0319,0.6397,0.3284,1.025,0.8180582682291666,0.6320773654513889
11,0.04030108897224527,1,1,4,0.9255,0.0527,0.0218,8.975,0.2874999999999998,0.4792613636363637
10,0.026729625126924873,5,1,9,0.8885,0.0702,0.0413,1.0,0.9093408203125,0.5130061848958334
10,0.033977470375809275,4,2,9,0.8718,0.1245,0.0037,1.0,0.5928613281249999,0.444085693359375
11,0.017905012297462882,5,0,8,0.1098,0.097,0.7932,1.0,0.5186967329545454,0.4724260272401752
12,0.012644182645199856,2,1,9,0.6028,0.0385,0.3587,5.725,0.8566731770833332,0.42588297526041663
11,0.02396887756762503,4,2,6,0.898,0.0398,0.0622,1.0,0.6734996448863636,0.5646473277698865
10,0.03491636551275266,3,2,2,0.9023,0.0185,0.0792,1.15,1.0,0.642
11,0.019902846940232533,2,2,2,0.2515,0.4579,0.2906,6.6,0.9655894886363636,0.475365693063447
12,0.04643747690190433,1,2,3,0.5516,0.3874,0.061,6.175,0.8739583333333334,0.7442293294270833
12,0.03240442012694694,5,0,1,0.2362,0.5902,0.17360000000000012,1.0,0.9166941324869791,0.3242699686686198
12,0.04334148833296234,2,1,10,0.0574,0.9059,0.03670000000000001,1.875,0.992645263671875,0.5200357290414664
11,0.028645817167854394,4,2,4,0.4326,0.3256,0.24180000000000001,1.0,0.9073819247159092,0.4084528142755682
11,0.038759994919279804,4,0,2,0.9891,0.0015,0.009400000000000111,1.0,0.5590576171875,0.4634779496626421
11,0.024688668073056065,5,2,2,0.0287,0.224,0.7473,1.0,0.8007013494318184,0.5494758374763257
11,0.043353816486230365,2,1,1,0.1218,0.1749,0.7033,1.6,0.991259765625,0.45436012961647726
11,0.03973221954755621,3,1,3,0.8379,0.1176,0.0445,1.975,0.8351917613636364,0.5673058712121212
11,0.03892828891861608,5,1,4,0.7099,0.2096,0.0805,1.2,0.7389382102272728,0.5774636008522727
11,0.017999537933926113,2,2,5,0.2063,0.6019,0.1918,7.2,0.968252840909091,0.29509943181818177
11,0.031528469451306086,4,0,6,0.9117,0.0557,0.03260000000000011,1.025,0.675830078125,0.5453990589488635
12,0.037280225362607985,3,0,6,0.2324,0.1167,0.6509,1.0,0.3859476725260416,0.523932878898852
11,0.032872330738269034,2,2,4,0.5836,0.2226,0.1938,1.275,0.9800071022727274,0.46033380681818176
11,0.0403272942610676,4,1,3,0.0382,0.7924,0.1694,1.0,0.9942848899147727,0.4078689377029221
12,0.022049950457807378,1,1,1,0.6603,0.1309,0.2088,9.025,0.75625,0.5203125000000001
12,0.04155125911362918,3,1,10,0.6474,0.2789,0.07370000000000011,6.275,0.6472310384114582,0.4877904256184896
11,0.03538673333624004,1,2,4,0.3429,0.2673,0.3898,7.45,0.8649680397727273,0.3312322443181818
11,0.03761715579931827,3,1,5,0.4676,0.2968,0.2356,1.0,0.5667724609375,0.5764642888849432
10,0.03760706341548186,2,1,7,0.0057,0.56,0.4342999999999998,4.9,0.9995312500000001,0.5626171874999999
12,0.04598611790669399,3,1,5,0.0371,0.533,0.4299,1.0,0.9882731119791668,0.5106547037760416
11,0.012357934078458529,1,2,2,0.3222,0.3121,0.3657,5.85,0.8172585227272726,0.36835937500000004
11,0.030535050344475935,2,0,4,0.9782,0.0081,0.0137,2.425,0.6829190340909091,0.4786550071022727
12,0.027267385225259205,3,1,6,0.4887,0.2896,0.2217,1.0,0.88955078125,0.347577412923177
11,0.014123268850546601,5,0,7,0.6115,0.0722,0.3163,1.0,0.45621004971590906,0.46600110059115973
11,0.019651910003852253,2,2,9,0.9262,0.0631,0.0107,5.225,0.6454545454545454,0.5431818181818182
12,0.02211733981499181,3,0,5,0.4294,0.1865,0.3841,1.1,0.7581319173177082,0.522533188518296
10,0.04691617947215774,5,1,10,0.3442,0.3961,0.2597,1.0,0.641611328125,0.577861328125
11,0.019178301920968935,3,1,8,0.4556,0.4356,0.1088,1.35,0.7180442116477271,0.4627685546875
10,0.02563919835309985,1,1,2,0.053,0.5833,0.3637,4.825,0.78,0.502734375
12,0.014110578409253675,3,2,7,0.0587,0.6049,0.33640000000000003,1.0,0.9517578125,0.5069661458333334
12,0.042216217192731685,2,1,1,0.8664,0.0669,0.0667000000000001,3.525,0.997216796875,0.3462972005208333
12,0.015404520974233348,1,0,8,0.3478,0.1111,0.5411,4.25,0.772265625,0.456201171875
11,0.04917885964260707,4,0,3,0.1689,0.6258,0.2053,1.0,0.951808860085227,0.6327540172230113
10,0.036999069318164664,2,1,3,0.3668,0.1118,0.5214,1.125,0.9820996093750001,0.41
11,0.037086127917489255,3,1,3,0.1975,0.3158,0.4867,1.075,0.8630637428977274,0.5065895774147726
10,0.039096879756007764,1,2,1,0.9072,0.0072,0.0856,4.925,0.999951171875,0.5
11,0.019452797997116113,4,1,2,0.9307,0.0187,0.05060000000000001,1.975,0.766463955965909,0.42463933771306817
10,0.017484662777235545,2,2,9,0.3422,0.6116,0.0462,2.975,0.8558984374999998,0.489697265625
11,0.03376954493775515,4,1,4,0.3571,0.5375,0.1054,1.0,0.7818714488636364,0.30121553279151597
11,0.026482872201238107,3,0,7,0.3415,0.655,0.0035,1.025,0.4926225142045455,0.578778697389015
10,0.03505544653893621,4,1,7,0.6882,0.2706,0.04119999999999979,1.0,0.80162109375,0.516319580078125
11,0.029387491928790734,5,2,5,0.4081,0.4283,0.1636,1.0,1.0,0.8151515151515152
11,0.024633670006736996,3,1,3,0.3823,0.5116,0.1061,1.0,0.7150435014204546,0.48497969193892043
11,0.015178760251887313,3,2,7,0.3064,0.5238,0.1698,1.45,0.7694069602272726,0.6718239524147728
11,0.015870280070645826,4,0,5,0.6605,0.0339,0.3056,1.0,1.0,0.4309999999999999
11,0.029242849526881658,2,1,2,0.9532,0.0162,0.0306,1.45,0.7022372159090908,0.5578979492187501
11,0.011740002961549943,5,1,7,0.3094,0.2883,0.4023,1.0,0.5595858487215908,0.3131837998427354
11,0.0223081295519899,4,0,0,0.5015,0.2599,0.2386,1.075,0.878045099431818,0.5210494461593094
11,0.01897734548810197,2,2,5,0.1429,0.7107,0.1464,1.05,0.6549760298295454,0.6234441583806818
11,0.026893403928799797,5,1,9,0.6624,0.0983,0.2393,1.0,0.8859841086647726,0.4675018310546875
11,0.020577916379947422,4,0,7,0.3771,0.2734,0.3495,1.0,0.7410023082386366,0.481444583522115
11,0.03262544797534592,1,1,1,0.7871,0.0689,0.144,8.425,0.45980113636363634,0.4954545454545453
10,0.018078757327056796,5,2,1,0.222,0.2067,0.5713,1.4,0.98984375,0.7811886160714285
10,0.023832155443355464,3,1,5,0.9068,0.0242,0.069,1.0,0.6368847656250001,0.46528564453125
10,0.03148748360508006,2,1,4,0.7235,0.1583,0.11820000000000001,1.1,0.8186621093750001,0.49239013671874987
10,0.021639599320136173,1,1,2,0.3347,0.3342,0.3311,2.15,0.85375,0.5159960937500001
12,0.041009800232913424,1,1,0,0.4053,0.0348,0.5599,4.2,0.8320963541666668,0.5112809244791667
11,0.04087059191359729,4,1,5,0.8562,0.1115,0.0323,1.0,0.8131724964488638,0.2879057648894074
10,0.030411515318995996,4,0,0,0.1633,0.4347,0.402,1.9,0.6261621093750002,0.5042749604724703
11,0.026702366616650458,3,1,7,0.2843,0.1616,0.5541,1.0,0.7316672585227272,0.4602486350319602
11,0.02634735647619297,3,2,6,0.9886,0.0056,0.0058,1.0,0.9609064275568182,0.4509832208806818
10,0.019541333022202616,3,1,9,0.7015,0.154,0.1445,1.025,0.6536083984374998,0.42411376953125
11,0.015446246118076202,5,1,8,0.3372,0.4897,0.17309999999999998,1.0,0.6118896484375,0.4223681640625001
12,0.010873710635177369,3,2,7,0.2864,0.6027,0.1109,1.0,0.832818603515625,0.3437500000000001
11,0.028332510552185677,5,1,8,0.0162,0.9364,0.0474,1.0,0.985025301846591,0.6333118785511365
11,0.024866859617491896,5,1,5,0.7146,0.2012,0.0842000000000001,1.0,0.8433416193181816,0.215948486328125
11,0.03508430729407659,5,1,4,0.6649,0.1624,0.1727,1.275,0.6982555042613635,0.5230938535748105
11,0.019683983231789916,4,1,10,0.6041,0.3441,0.05180000000000011,1.8,0.834326171875,0.4063054865056818
11,0.02951990190837169,4,2,2,0.9846,0.0111,0.004300000000000011,1.0,0.8688720703125001,0.38195079456676134
12,0.017680998867284147,4,2,3,0.5999,0.2819,0.11820000000000011,1.0,0.8806640625,0.5338448842366537
11,0.03263448909504474,3,1,8,0.149,0.2103,0.6407,1.0,0.5835182883522728,0.515097138375947
11,0.03885372989860023,3,2,2,0.8804,0.0286,0.09100000000000011,1.525,0.8119939630681816,0.5901966441761364
11,0.02793722918423224,3,0,0,0.7497,0.0645,0.1858,1.475,0.9144131747159092,0.4978464406687063
11,0.014880855213908823,3,1,7,0.2299,0.4152,0.3549,1.0,0.7933837890625,0.44405018199573865
11,0.04136625134173116,2,0,8,0.2183,0.1111,0.6706,3.575,0.994287109375,0.6310990767045455
11,0.016258093978809125,1,1,1,0.873,0.1234,0.003600000000000011,6.125,0.8181818181818181,0.37215909090909094
12,0.03292297054468583,3,2,3,0.6247,0.1906,0.1847,1.025,1.0,0.3333333333333333
11,0.01285176739004632,5,1,5,0.9936,0.0018,0.0046,1.0,0.7872669566761364,0.5076228471235795
10,0.0194207646027611,3,1,5,0.4629,0.0691,0.468,1.95,0.6350927734375,0.5940509711371529
10,0.018940587440776563,3,0,3,0.6681,0.0671,0.2648,1.0,0.5913964843749999,0.34091227213541664
10,0.028577439619253624,2,1,4,0.0857,0.8766,0.0377,3.325,0.7537499999999999,0.47990234374999996
10,0.022067455212330556,2,1,4,0.7905,0.0578,0.1517,7.95,0.7075,0.5025000000000001
12,0.04033620794224564,1,1,4,0.4817,0.4045,0.1138,8.275,1.0,0.4776041666666666
10,0.01711423445270052,4,2,1,0.8586,0.0539,0.0875,1.0,0.805,0.40499999999999997
10,0.022728660057997688,2,1,4,0.7772,0.1153,0.1075,4.325,0.805,0.56678125
12,0.034409583920158235,1,1,7,0.7057,0.0577,0.23659999999999998,8.025,0.5075520833333333,0.459375
12,0.0324226711805404,2,0,6,0.8297,0.1429,0.0274,4.7,0.791796875,0.5712727864583333
10,0.01480067970895008,2,0,3,0.8619,0.1012,0.03690000000000001,1.275,0.8296679687499999,0.4418465169270833
10,0.03571863684501446,2,1,8,0.9668,0.0326,0.0006,1.1,0.802705078125,0.7667301432291667
11,0.04207936412351081,3,2,8,0.0445,0.0881,0.8674,1.45,0.6003861860795454,0.7210682262073863
12,0.037133180535645335,4,1,7,0.0613,0.0882,0.8505,1.325,0.86064453125,0.5809822252061633
10,0.03810424170909882,4,1,8,0.7543,0.2337,0.012,1.0,0.95779296875,0.62939013671875
11,0.01900263694731081,1,1,5,0.262,0.5675,0.1705,7.25,0.5920809659090909,0.5003728693181818
11,0.040054689199737904,3,2,6,0.5678,0.0181,0.4141,1.0,0.9931618430397726,0.3984997880773459
10,0.018523858852153616,4,1,9,0.7166,0.1888,0.09459999999999999,1.0,0.98857421875,0.37796386718749997
12,0.03470646425541613,3,0,10,0.8207,0.0187,0.1606,1.075,0.5337249755859375,0.5339701334635418
10,0.012667850605471195,1,0,8,0.9967,0.0007,0.0026,6.925,0.7075,0.4700000000000001
10,0.025957943334017505,3,1,7,0.5569,0.2719,0.17120000000000002,1.0,0.8027148437499999,0.7642407226562499
11,0.028846800717434763,4,2,7,0.2569,0.0561,0.6869999999999999,1.15,0.7565962357954545,0.42437966086647716
10,0.045298439929137034,3,2,2,0.9269,0.0692,0.0039,1.35,0.6949804687500001,0.4
11,0.049168538436877234,4,1,7,0.0733,0.1891,0.7376,1.0,0.6015558416193182,0.5524046827196241
11,0.02258232773459435,5,1,7,0.1089,0.5319,0.35919999999999996,1.0,0.5817804509943182,0.5417300692471592
11,0.020600033252410055,1,2,6,0.4167,0.4939,0.0894,2.775,0.8082741477272727,0.5066761363636363
11,0.038474101536055086,2,1,9,0.9868,0.006,0.0072,2.875,1.0,0.6352272727272726
11,0.03349096285130061,4,1,4,0.826,0.0202,0.15380000000000002,1.0,0.809612482244318,0.5227419766512783
12,0.01577377010040428,4,0,4,0.6532,0.1601,0.1867,1.0,0.7544799804687499,0.4517239535296406
10,0.031081297002024486,1,1,0,0.2398,0.5637,0.1965,6.375,0.5734375,0.48890625
11,0.021153181195623236,3,2,9,0.2555,0.0587,0.6858,1.0,1.0,0.36363636363636365
10,0.04864918045754231,4,0,2,0.6704,0.0012,0.3284,1.0,0.57419921875,0.5653655133928572
11,0.04298348530746414,3,2,8,0.4501,0.3277,0.2222,3.0,0.75625,0.5471996753246753
11,0.03522265870790576,3,1,7,0.9593,0.0239,0.01680000000000001,1.325,0.833806818181818,0.37721058238636357
10,0.03414860610098508,1,2,1,0.94,0.0376,0.0224000000000001,4.775,0.641875,0.4615625
11,0.024188737548572613,5,1,9,0.7457,0.1575,0.09679999999999998,1.025,0.90478515625,0.5186867453835227
11,0.01689103345344065,1,0,2,0.9417,0.0326,0.0257,3.625,0.4257346413352273,0.5935689290364582
11,0.01172237686653654,2,2,5,0.0033,0.0797,0.917,1.65,0.8015447443181818,0.47546291599025975
11,0.04043197408087361,4,1,6,0.7869,0.1785,0.03459999999999999,1.0,0.6719704367897726,0.7337204811789771
11,0.0329730055329624,3,1,6,0.2561,0.743,0.000900000000000011,1.05,0.9942271839488637,0.5445814098011363
11,0.02024203651309143,3,0,8,0.6965,0.0231,0.2804,1.0,0.4145973899147727,0.5640269114558857
11,0.017237862117847405,2,1,9,0.5151,0.2386,0.2463,1.125,0.5244406960227274,0.48535722212357957
12,0.01880271721425754,1,2,2,0.0155,0.851,0.1335,9.375,0.8705403645833332,0.4809509277343749
10,0.03574728814051351,2,1,0,0.6903,0.1075,0.2022,1.425,0.9832812499999999,0.493671875
11,0.015328495417486546,3,1,2,0.1026,0.7861,0.1113,1.025,0.992178622159091,0.5446810635653409
11,0.04996825874508457,2,2,2,0.499,0.052,0.449,1.275,0.952725497159091,0.4458296342329546
12,0.04257144458183905,4,2,8,0.4866,0.4806,0.0328,1.075,1.0,0.49851190476190477
12,0.02143657179776915,3,2,9,0.5447,0.3659,0.0894,1.0,0.7311767578124999,0.5498285929361979
11,0.02504952983280384,3,0,5,0.8413,0.0494,0.1093,1.0,0.8681662819602274,0.6140984494149968
11,0.028442955357992968,2,1,9,0.4266,0.0056,0.5678,1.05,0.7034090909090909,0.42001553622159093
10,0.030509826753530374,2,1,7,0.615,0.0406,0.3444,1.025,1.0,0.6950000000000001
10,0.025721126436859906,4,1,4,0.3655,0.292,0.3425,1.0,1.0,0.595625
11,0.022814735385258918,5,0,1,0.1269,0.8271,0.04600000000000001,1.0,0.6364590731534092,0.5177471584743925
11,0.03214770473824698,4,0,4,0.1212,0.4539,0.4249,1.0,0.5388738458806818,0.4978458120803202
11,0.04486137799997856,5,2,8,0.3767,0.2492,0.3741,1.0,0.7998757102272728,0.5964644791243913
12,0.048710946417164266,2,2,2,0.5124,0.3149,0.1727000000000001,1.05,0.9197509765625,0.4704121907552083
12,0.022943719522792012,5,2,5,0.1536,0.5991,0.2473000000000001,1.0,1.0,0.5770833333333334
11,0.032210927891394764,2,1,9,0.2544,0.0117,0.7339,1.55,0.6068492542613637,0.5721213600852273
11,0.030378685758687865,3,1,3,0.4993,0.1611,0.3396,1.05,0.7163796164772727,0.4389435739228219
12,0.04565152209190165,2,1,4,0.952,0.015,0.033,4.2,0.8821695963541668,0.49972873263888895
11,0.044714889878097325,1,0,1,0.6119,0.1172,0.2709,5.375,0.8110795454545455,0.739630681818182
11,0.024612737958392875,1,2,6,0.5169,0.1658,0.3173,8.0,0.45681818181818185,0.5017045454545453
12,0.04270003150538698,2,1,2,0.7248,0.0775,0.1977,1.05,0.6383066813151042,0.6362711588541666
